Emotion,Gender,Path
fearful,female,audio_speech_actors_01-24/Actor_06/03-01-06-01-01-02-06.wav
fearful,female,audio_speech_actors_01-24/Actor_06/03-01-06-01-02-01-06.wav
fearful,female,audio_speech_actors_01-24/Actor_06/03-01-06-01-02-02-06.wav
fearful,female,audio_speech_actors_01-24/Actor_06/03-01-06-02-01-01-06.wav
fearful,female,audio_speech_actors_01-24/Actor_06/03-01-06-02-01-02-06.wav
fearful,female,audio_speech_actors_01-24/Actor_06/03-01-06-02-02-01-06.wav
fearful,female,audio_speech_actors_01-24/Actor_06/03-01-06-02-02-02-06.wav
disgust,female,audio_speech_actors_01-24/Actor_06/03-01-07-01-01-01-06.wav
disgust,female,audio_speech_actors_01-24/Actor_06/03-01-07-01-01-02-06.wav
disgust,female,audio_speech_actors_01-24/Actor_06/03-01-07-01-02-01-06.wav
disgust,female,audio_speech_actors_01-24/Actor_06/03-01-07-01-02-02-06.wav
disgust,female,audio_speech_actors_01-24/Actor_06/03-01-07-02-01-01-06.wav
disgust,female,audio_speech_actors_01-24/Actor_06/03-01-07-02-01-02-06.wav
disgust,female,audio_speech_actors_01-24/Actor_06/03-01-07-02-02-01-06.wav
disgust,female,audio_speech_actors_01-24/Actor_06/03-01-07-02-02-02-06.wav
surprised,female,audio_speech_actors_01-24/Actor_06/03-01-08-01-01-01-06.wav
surprised,female,audio_speech_actors_01-24/Actor_06/03-01-08-01-01-02-06.wav
surprised,female,audio_speech_actors_01-24/Actor_06/03-01-08-01-02-01-06.wav
surprised,female,audio_speech_actors_01-24/Actor_06/03-01-08-01-02-02-06.wav
surprised,female,audio_speech_actors_01-24/Actor_06/03-01-08-02-01-01-06.wav
surprised,female,audio_speech_actors_01-24/Actor_06/03-01-08-02-01-02-06.wav
surprised,female,audio_speech_actors_01-24/Actor_06/03-01-08-02-02-01-06.wav
surprised,female,audio_speech_actors_01-24/Actor_06/03-01-08-02-02-02-06.wav
neutral,male,audio_speech_actors_01-24/Actor_07/03-01-01-01-01-01-07.wav
neutral,male,audio_speech_actors_01-24/Actor_07/03-01-01-01-01-02-07.wav
neutral,male,audio_speech_actors_01-24/Actor_07/03-01-01-01-02-01-07.wav
neutral,male,audio_speech_actors_01-24/Actor_07/03-01-01-01-02-02-07.wav
calm,male,audio_speech_actors_01-24/Actor_07/03-01-02-01-01-01-07.wav
calm,male,audio_speech_actors_01-24/Actor_07/03-01-02-01-01-02-07.wav
calm,male,audio_speech_actors_01-24/Actor_07/03-01-02-01-02-01-07.wav
calm,male,audio_speech_actors_01-24/Actor_07/03-01-02-01-02-02-07.wav
calm,male,audio_speech_actors_01-24/Actor_07/03-01-02-02-01-01-07.wav
calm,male,audio_speech_actors_01-24/Actor_07/03-01-02-02-01-02-07.wav
calm,male,audio_speech_actors_01-24/Actor_07/03-01-02-02-02-01-07.wav
calm,male,audio_speech_actors_01-24/Actor_07/03-01-02-02-02-02-07.wav
happy,male,audio_speech_actors_01-24/Actor_07/03-01-03-01-01-01-07.wav
happy,male,audio_speech_actors_01-24/Actor_07/03-01-03-01-01-02-07.wav
happy,male,audio_speech_actors_01-24/Actor_07/03-01-03-01-02-01-07.wav
happy,male,audio_speech_actors_01-24/Actor_07/03-01-03-01-02-02-07.wav
happy,male,audio_speech_actors_01-24/Actor_07/03-01-03-02-01-01-07.wav
happy,male,audio_speech_actors_01-24/Actor_07/03-01-03-02-01-02-07.wav
happy,male,audio_speech_actors_01-24/Actor_07/03-01-03-02-02-01-07.wav
happy,male,audio_speech_actors_01-24/Actor_07/03-01-03-02-02-02-07.wav
sad,male,audio_speech_actors_01-24/Actor_07/03-01-04-01-01-01-07.wav
sad,male,audio_speech_actors_01-24/Actor_07/03-01-04-01-01-02-07.wav
sad,male,audio_speech_actors_01-24/Actor_07/03-01-04-01-02-01-07.wav
sad,male,audio_speech_actors_01-24/Actor_07/03-01-04-01-02-02-07.wav
sad,male,audio_speech_actors_01-24/Actor_07/03-01-04-02-01-01-07.wav
sad,male,audio_speech_actors_01-24/Actor_07/03-01-04-02-01-02-07.wav
sad,male,audio_speech_actors_01-24/Actor_07/03-01-04-02-02-01-07.wav
sad,male,audio_speech_actors_01-24/Actor_07/03-01-04-02-02-02-07.wav
angry,male,audio_speech_actors_01-24/Actor_07/03-01-05-01-01-01-07.wav
angry,male,audio_speech_actors_01-24/Actor_07/03-01-05-01-01-02-07.wav
angry,male,audio_speech_actors_01-24/Actor_07/03-01-05-01-02-01-07.wav
angry,male,audio_speech_actors_01-24/Actor_07/03-01-05-01-02-02-07.wav
angry,male,audio_speech_actors_01-24/Actor_07/03-01-05-02-01-01-07.wav
angry,male,audio_speech_actors_01-24/Actor_07/03-01-05-02-01-02-07.wav
angry,male,audio_speech_actors_01-24/Actor_07/03-01-05-02-02-01-07.wav
angry,male,audio_speech_actors_01-24/Actor_07/03-01-05-02-02-02-07.wav
fearful,male,audio_speech_actors_01-24/Actor_07/03-01-06-01-01-01-07.wav
fearful,male,audio_speech_actors_01-24/Actor_07/03-01-06-01-01-02-07.wav
fearful,male,audio_speech_actors_01-24/Actor_07/03-01-06-01-02-01-07.wav
fearful,male,audio_speech_actors_01-24/Actor_07/03-01-06-01-02-02-07.wav
fearful,male,audio_speech_actors_01-24/Actor_07/03-01-06-02-01-01-07.wav
fearful,male,audio_speech_actors_01-24/Actor_07/03-01-06-02-01-02-07.wav
fearful,male,audio_speech_actors_01-24/Actor_07/03-01-06-02-02-01-07.wav
fearful,male,audio_speech_actors_01-24/Actor_07/03-01-06-02-02-02-07.wav
disgust,male,audio_speech_actors_01-24/Actor_07/03-01-07-01-01-01-07.wav
disgust,male,audio_speech_actors_01-24/Actor_07/03-01-07-01-01-02-07.wav
disgust,male,audio_speech_actors_01-24/Actor_07/03-01-07-01-02-01-07.wav
disgust,male,audio_speech_actors_01-24/Actor_07/03-01-07-01-02-02-07.wav
disgust,male,audio_speech_actors_01-24/Actor_07/03-01-07-02-01-01-07.wav
disgust,male,audio_speech_actors_01-24/Actor_07/03-01-07-02-01-02-07.wav
disgust,male,audio_speech_actors_01-24/Actor_07/03-01-07-02-02-01-07.wav
disgust,male,audio_speech_actors_01-24/Actor_07/03-01-07-02-02-02-07.wav
surprised,male,audio_speech_actors_01-24/Actor_07/03-01-08-01-01-01-07.wav
surprised,male,audio_speech_actors_01-24/Actor_07/03-01-08-01-01-02-07.wav
surprised,male,audio_speech_actors_01-24/Actor_07/03-01-08-01-02-01-07.wav
surprised,male,audio_speech_actors_01-24/Actor_07/03-01-08-01-02-02-07.wav
surprised,male,audio_speech_actors_01-24/Actor_07/03-01-08-02-01-01-07.wav
surprised,male,audio_speech_actors_01-24/Actor_07/03-01-08-02-01-02-07.wav
surprised,male,audio_speech_actors_01-24/Actor_07/03-01-08-02-02-01-07.wav
surprised,male,audio_speech_actors_01-24/Actor_07/03-01-08-02-02-02-07.wav
neutral,female,audio_speech_actors_01-24/Actor_08/03-01-01-01-01-01-08.wav
neutral,female,audio_speech_actors_01-24/Actor_08/03-01-01-01-01-02-08.wav
neutral,female,audio_speech_actors_01-24/Actor_08/03-01-01-01-02-01-08.wav
neutral,female,audio_speech_actors_01-24/Actor_08/03-01-01-01-02-02-08.wav
calm,female,audio_speech_actors_01-24/Actor_08/03-01-02-01-01-01-08.wav
calm,female,audio_speech_actors_01-24/Actor_08/03-01-02-01-01-02-08.wav
calm,female,audio_speech_actors_01-24/Actor_08/03-01-02-01-02-01-08.wav
calm,female,audio_speech_actors_01-24/Actor_08/03-01-02-01-02-02-08.wav
calm,female,audio_speech_actors_01-24/Actor_08/03-01-02-02-01-01-08.wav
calm,female,audio_speech_actors_01-24/Actor_08/03-01-02-02-01-02-08.wav
calm,female,audio_speech_actors_01-24/Actor_08/03-01-02-02-02-01-08.wav
calm,female,audio_speech_actors_01-24/Actor_08/03-01-02-02-02-02-08.wav
happy,female,audio_speech_actors_01-24/Actor_08/03-01-03-01-01-01-08.wav
happy,female,audio_speech_actors_01-24/Actor_08/03-01-03-01-01-02-08.wav
happy,female,audio_speech_actors_01-24/Actor_08/03-01-03-01-02-01-08.wav
happy,female,audio_speech_actors_01-24/Actor_08/03-01-03-01-02-02-08.wav
happy,female,audio_speech_actors_01-24/Actor_08/03-01-03-02-01-01-08.wav
happy,female,audio_speech_actors_01-24/Actor_08/03-01-03-02-01-02-08.wav
happy,female,audio_speech_actors_01-24/Actor_08/03-01-03-02-02-01-08.wav
happy,female,audio_speech_actors_01-24/Actor_08/03-01-03-02-02-02-08.wav
sad,female,audio_speech_actors_01-24/Actor_08/03-01-04-01-01-01-08.wav
sad,female,audio_speech_actors_01-24/Actor_08/03-01-04-01-01-02-08.wav
sad,female,audio_speech_actors_01-24/Actor_08/03-01-04-01-02-01-08.wav
sad,female,audio_speech_actors_01-24/Actor_08/03-01-04-01-02-02-08.wav
sad,female,audio_speech_actors_01-24/Actor_08/03-01-04-02-01-01-08.wav
sad,female,audio_speech_actors_01-24/Actor_08/03-01-04-02-01-02-08.wav
sad,female,audio_speech_actors_01-24/Actor_08/03-01-04-02-02-01-08.wav
sad,female,audio_speech_actors_01-24/Actor_08/03-01-04-02-02-02-08.wav
angry,female,audio_speech_actors_01-24/Actor_08/03-01-05-01-01-01-08.wav
angry,female,audio_speech_actors_01-24/Actor_08/03-01-05-01-01-02-08.wav
angry,female,audio_speech_actors_01-24/Actor_08/03-01-05-01-02-01-08.wav
angry,female,audio_speech_actors_01-24/Actor_08/03-01-05-01-02-02-08.wav
angry,female,audio_speech_actors_01-24/Actor_08/03-01-05-02-01-01-08.wav
angry,female,audio_speech_actors_01-24/Actor_08/03-01-05-02-01-02-08.wav
angry,female,audio_speech_actors_01-24/Actor_08/03-01-05-02-02-01-08.wav
angry,female,audio_speech_actors_01-24/Actor_08/03-01-05-02-02-02-08.wav
fearful,female,audio_speech_actors_01-24/Actor_08/03-01-06-01-01-01-08.wav
fearful,female,audio_speech_actors_01-24/Actor_08/03-01-06-01-01-02-08.wav
fearful,female,audio_speech_actors_01-24/Actor_08/03-01-06-01-02-01-08.wav
fearful,female,audio_speech_actors_01-24/Actor_08/03-01-06-01-02-02-08.wav
fearful,female,audio_speech_actors_01-24/Actor_08/03-01-06-02-01-01-08.wav
fearful,female,audio_speech_actors_01-24/Actor_08/03-01-06-02-01-02-08.wav
fearful,female,audio_speech_actors_01-24/Actor_08/03-01-06-02-02-01-08.wav
fearful,female,audio_speech_actors_01-24/Actor_08/03-01-06-02-02-02-08.wav
disgust,female,audio_speech_actors_01-24/Actor_08/03-01-07-01-01-01-08.wav
disgust,female,audio_speech_actors_01-24/Actor_08/03-01-07-01-01-02-08.wav
disgust,female,audio_speech_actors_01-24/Actor_08/03-01-07-01-02-01-08.wav
disgust,female,audio_speech_actors_01-24/Actor_08/03-01-07-01-02-02-08.wav
disgust,female,audio_speech_actors_01-24/Actor_08/03-01-07-02-01-01-08.wav
disgust,female,audio_speech_actors_01-24/Actor_08/03-01-07-02-01-02-08.wav
disgust,female,audio_speech_actors_01-24/Actor_08/03-01-07-02-02-01-08.wav
disgust,female,audio_speech_actors_01-24/Actor_08/03-01-07-02-02-02-08.wav
surprised,female,audio_speech_actors_01-24/Actor_08/03-01-08-01-01-01-08.wav
surprised,female,audio_speech_actors_01-24/Actor_08/03-01-08-01-01-02-08.wav
surprised,female,audio_speech_actors_01-24/Actor_08/03-01-08-01-02-01-08.wav
surprised,female,audio_speech_actors_01-24/Actor_08/03-01-08-01-02-02-08.wav
surprised,female,audio_speech_actors_01-24/Actor_08/03-01-08-02-01-01-08.wav
surprised,female,audio_speech_actors_01-24/Actor_08/03-01-08-02-01-02-08.wav
surprised,female,audio_speech_actors_01-24/Actor_08/03-01-08-02-02-01-08.wav
surprised,female,audio_speech_actors_01-24/Actor_08/03-01-08-02-02-02-08.wav
neutral,male,audio_speech_actors_01-24/Actor_09/03-01-01-01-01-01-09.wav
neutral,male,audio_speech_actors_01-24/Actor_09/03-01-01-01-01-02-09.wav
neutral,male,audio_speech_actors_01-24/Actor_09/03-01-01-01-02-01-09.wav
neutral,male,audio_speech_actors_01-24/Actor_09/03-01-01-01-02-02-09.wav
calm,male,audio_speech_actors_01-24/Actor_09/03-01-02-01-01-01-09.wav
calm,male,audio_speech_actors_01-24/Actor_09/03-01-02-01-01-02-09.wav
calm,male,audio_speech_actors_01-24/Actor_09/03-01-02-01-02-01-09.wav
calm,male,audio_speech_actors_01-24/Actor_09/03-01-02-01-02-02-09.wav
calm,male,audio_speech_actors_01-24/Actor_09/03-01-02-02-01-01-09.wav
calm,male,audio_speech_actors_01-24/Actor_09/03-01-02-02-01-02-09.wav
calm,male,audio_speech_actors_01-24/Actor_09/03-01-02-02-02-01-09.wav
calm,male,audio_speech_actors_01-24/Actor_09/03-01-02-02-02-02-09.wav
happy,male,audio_speech_actors_01-24/Actor_09/03-01-03-01-01-01-09.wav
happy,male,audio_speech_actors_01-24/Actor_09/03-01-03-01-01-02-09.wav
happy,male,audio_speech_actors_01-24/Actor_09/03-01-03-01-02-01-09.wav
happy,male,audio_speech_actors_01-24/Actor_09/03-01-03-01-02-02-09.wav
happy,male,audio_speech_actors_01-24/Actor_09/03-01-03-02-01-01-09.wav
happy,male,audio_speech_actors_01-24/Actor_09/03-01-03-02-01-02-09.wav
happy,male,audio_speech_actors_01-24/Actor_09/03-01-03-02-02-01-09.wav
happy,male,audio_speech_actors_01-24/Actor_09/03-01-03-02-02-02-09.wav
sad,male,audio_speech_actors_01-24/Actor_09/03-01-04-01-01-01-09.wav
sad,male,audio_speech_actors_01-24/Actor_09/03-01-04-01-01-02-09.wav
sad,male,audio_speech_actors_01-24/Actor_09/03-01-04-01-02-01-09.wav
sad,male,audio_speech_actors_01-24/Actor_09/03-01-04-01-02-02-09.wav
sad,male,audio_speech_actors_01-24/Actor_09/03-01-04-02-01-01-09.wav
sad,male,audio_speech_actors_01-24/Actor_09/03-01-04-02-01-02-09.wav
sad,male,audio_speech_actors_01-24/Actor_09/03-01-04-02-02-01-09.wav
sad,male,audio_speech_actors_01-24/Actor_09/03-01-04-02-02-02-09.wav
angry,male,audio_speech_actors_01-24/Actor_09/03-01-05-01-01-01-09.wav
angry,male,audio_speech_actors_01-24/Actor_09/03-01-05-01-01-02-09.wav
angry,male,audio_speech_actors_01-24/Actor_09/03-01-05-01-02-01-09.wav
angry,male,audio_speech_actors_01-24/Actor_09/03-01-05-01-02-02-09.wav
angry,male,audio_speech_actors_01-24/Actor_09/03-01-05-02-01-01-09.wav
angry,male,audio_speech_actors_01-24/Actor_09/03-01-05-02-01-02-09.wav
angry,male,audio_speech_actors_01-24/Actor_09/03-01-05-02-02-01-09.wav
angry,male,audio_speech_actors_01-24/Actor_09/03-01-05-02-02-02-09.wav
fearful,male,audio_speech_actors_01-24/Actor_09/03-01-06-01-01-01-09.wav
fearful,male,audio_speech_actors_01-24/Actor_09/03-01-06-01-01-02-09.wav
fearful,male,audio_speech_actors_01-24/Actor_09/03-01-06-01-02-01-09.wav
fearful,male,audio_speech_actors_01-24/Actor_09/03-01-06-01-02-02-09.wav
fearful,male,audio_speech_actors_01-24/Actor_09/03-01-06-02-01-01-09.wav
fearful,male,audio_speech_actors_01-24/Actor_09/03-01-06-02-01-02-09.wav
fearful,male,audio_speech_actors_01-24/Actor_09/03-01-06-02-02-01-09.wav
fearful,male,audio_speech_actors_01-24/Actor_09/03-01-06-02-02-02-09.wav
disgust,male,audio_speech_actors_01-24/Actor_09/03-01-07-01-01-01-09.wav
disgust,male,audio_speech_actors_01-24/Actor_09/03-01-07-01-01-02-09.wav
disgust,male,audio_speech_actors_01-24/Actor_09/03-01-07-01-02-01-09.wav
disgust,male,audio_speech_actors_01-24/Actor_09/03-01-07-01-02-02-09.wav
disgust,male,audio_speech_actors_01-24/Actor_09/03-01-07-02-01-01-09.wav
disgust,male,audio_speech_actors_01-24/Actor_09/03-01-07-02-01-02-09.wav
disgust,male,audio_speech_actors_01-24/Actor_09/03-01-07-02-02-01-09.wav
disgust,male,audio_speech_actors_01-24/Actor_09/03-01-07-02-02-02-09.wav
surprised,male,audio_speech_actors_01-24/Actor_09/03-01-08-01-01-01-09.wav
surprised,male,audio_speech_actors_01-24/Actor_09/03-01-08-01-01-02-09.wav
surprised,male,audio_speech_actors_01-24/Actor_09/03-01-08-01-02-01-09.wav
surprised,male,audio_speech_actors_01-24/Actor_09/03-01-08-01-02-02-09.wav
surprised,male,audio_speech_actors_01-24/Actor_09/03-01-08-02-01-01-09.wav
surprised,male,audio_speech_actors_01-24/Actor_09/03-01-08-02-01-02-09.wav
surprised,male,audio_speech_actors_01-24/Actor_09/03-01-08-02-02-01-09.wav
surprised,male,audio_speech_actors_01-24/Actor_09/03-01-08-02-02-02-09.wav
neutral,female,audio_speech_actors_01-24/Actor_10/03-01-01-01-01-01-10.wav
neutral,female,audio_speech_actors_01-24/Actor_10/03-01-01-01-01-02-10.wav
neutral,female,audio_speech_actors_01-24/Actor_10/03-01-01-01-02-01-10.wav
neutral,female,audio_speech_actors_01-24/Actor_10/03-01-01-01-02-02-10.wav
calm,female,audio_speech_actors_01-24/Actor_10/03-01-02-01-01-01-10.wav
calm,female,audio_speech_actors_01-24/Actor_10/03-01-02-01-01-02-10.wav
calm,female,audio_speech_actors_01-24/Actor_10/03-01-02-01-02-01-10.wav
calm,female,audio_speech_actors_01-24/Actor_10/03-01-02-01-02-02-10.wav
calm,female,audio_speech_actors_01-24/Actor_10/03-01-02-02-01-01-10.wav
calm,female,audio_speech_actors_01-24/Actor_10/03-01-02-02-01-02-10.wav
calm,female,audio_speech_actors_01-24/Actor_10/03-01-02-02-02-01-10.wav
calm,female,audio_speech_actors_01-24/Actor_10/03-01-02-02-02-02-10.wav
happy,female,audio_speech_actors_01-24/Actor_10/03-01-03-01-01-01-10.wav
happy,female,audio_speech_actors_01-24/Actor_10/03-01-03-01-01-02-10.wav
happy,female,audio_speech_actors_01-24/Actor_10/03-01-03-01-02-01-10.wav
happy,female,audio_speech_actors_01-24/Actor_10/03-01-03-01-02-02-10.wav
happy,female,audio_speech_actors_01-24/Actor_10/03-01-03-02-01-01-10.wav
happy,female,audio_speech_actors_01-24/Actor_10/03-01-03-02-01-02-10.wav
happy,female,audio_speech_actors_01-24/Actor_10/03-01-03-02-02-01-10.wav
happy,female,audio_speech_actors_01-24/Actor_10/03-01-03-02-02-02-10.wav
sad,female,audio_speech_actors_01-24/Actor_10/03-01-04-01-01-01-10.wav
sad,female,audio_speech_actors_01-24/Actor_10/03-01-04-01-01-02-10.wav
sad,female,audio_speech_actors_01-24/Actor_10/03-01-04-01-02-01-10.wav
sad,female,audio_speech_actors_01-24/Actor_10/03-01-04-01-02-02-10.wav
sad,female,audio_speech_actors_01-24/Actor_10/03-01-04-02-01-01-10.wav
sad,female,audio_speech_actors_01-24/Actor_10/03-01-04-02-01-02-10.wav
sad,female,audio_speech_actors_01-24/Actor_10/03-01-04-02-02-01-10.wav
sad,female,audio_speech_actors_01-24/Actor_10/03-01-04-02-02-02-10.wav
angry,female,audio_speech_actors_01-24/Actor_10/03-01-05-01-01-01-10.wav
angry,female,audio_speech_actors_01-24/Actor_10/03-01-05-01-01-02-10.wav
angry,female,audio_speech_actors_01-24/Actor_10/03-01-05-01-02-01-10.wav
angry,female,audio_speech_actors_01-24/Actor_10/03-01-05-01-02-02-10.wav
angry,female,audio_speech_actors_01-24/Actor_10/03-01-05-02-01-01-10.wav
angry,female,audio_speech_actors_01-24/Actor_10/03-01-05-02-01-02-10.wav
angry,female,audio_speech_actors_01-24/Actor_10/03-01-05-02-02-01-10.wav
angry,female,audio_speech_actors_01-24/Actor_10/03-01-05-02-02-02-10.wav
fearful,female,audio_speech_actors_01-24/Actor_10/03-01-06-01-01-01-10.wav
fearful,female,audio_speech_actors_01-24/Actor_10/03-01-06-01-01-02-10.wav
fearful,female,audio_speech_actors_01-24/Actor_10/03-01-06-01-02-01-10.wav
fearful,female,audio_speech_actors_01-24/Actor_10/03-01-06-01-02-02-10.wav
fearful,female,audio_speech_actors_01-24/Actor_10/03-01-06-02-01-01-10.wav
fearful,female,audio_speech_actors_01-24/Actor_10/03-01-06-02-01-02-10.wav
fearful,female,audio_speech_actors_01-24/Actor_10/03-01-06-02-02-01-10.wav
fearful,female,audio_speech_actors_01-24/Actor_10/03-01-06-02-02-02-10.wav
disgust,female,audio_speech_actors_01-24/Actor_10/03-01-07-01-01-01-10.wav
disgust,female,audio_speech_actors_01-24/Actor_10/03-01-07-01-01-02-10.wav
disgust,female,audio_speech_actors_01-24/Actor_10/03-01-07-01-02-01-10.wav
disgust,female,audio_speech_actors_01-24/Actor_10/03-01-07-01-02-02-10.wav
disgust,female,audio_speech_actors_01-24/Actor_10/03-01-07-02-01-01-10.wav
disgust,female,audio_speech_actors_01-24/Actor_10/03-01-07-02-01-02-10.wav
disgust,female,audio_speech_actors_01-24/Actor_10/03-01-07-02-02-01-10.wav
disgust,female,audio_speech_actors_01-24/Actor_10/03-01-07-02-02-02-10.wav
surprised,female,audio_speech_actors_01-24/Actor_10/03-01-08-01-01-01-10.wav
surprised,female,audio_speech_actors_01-24/Actor_10/03-01-08-01-01-02-10.wav
surprised,female,audio_speech_actors_01-24/Actor_10/03-01-08-01-02-01-10.wav
surprised,female,audio_speech_actors_01-24/Actor_10/03-01-08-01-02-02-10.wav
surprised,female,audio_speech_actors_01-24/Actor_10/03-01-08-02-01-01-10.wav
surprised,female,audio_speech_actors_01-24/Actor_10/03-01-08-02-01-02-10.wav
surprised,female,audio_speech_actors_01-24/Actor_10/03-01-08-02-02-01-10.wav
surprised,female,audio_speech_actors_01-24/Actor_10/03-01-08-02-02-02-10.wav
neutral,male,audio_speech_actors_01-24/Actor_11/03-01-01-01-01-01-11.wav
neutral,male,audio_speech_actors_01-24/Actor_11/03-01-01-01-01-02-11.wav
neutral,male,audio_speech_actors_01-24/Actor_11/03-01-01-01-02-01-11.wav
neutral,male,audio_speech_actors_01-24/Actor_11/03-01-01-01-02-02-11.wav
calm,male,audio_speech_actors_01-24/Actor_11/03-01-02-01-01-01-11.wav
calm,male,audio_speech_actors_01-24/Actor_11/03-01-02-01-01-02-11.wav
calm,male,audio_speech_actors_01-24/Actor_11/03-01-02-01-02-01-11.wav
calm,male,audio_speech_actors_01-24/Actor_11/03-01-02-01-02-02-11.wav
calm,male,audio_speech_actors_01-24/Actor_11/03-01-02-02-01-01-11.wav
calm,male,audio_speech_actors_01-24/Actor_11/03-01-02-02-01-02-11.wav
calm,male,audio_speech_actors_01-24/Actor_11/03-01-02-02-02-01-11.wav
calm,male,audio_speech_actors_01-24/Actor_11/03-01-02-02-02-02-11.wav
happy,male,audio_speech_actors_01-24/Actor_11/03-01-03-01-01-01-11.wav
happy,male,audio_speech_actors_01-24/Actor_11/03-01-03-01-01-02-11.wav
happy,male,audio_speech_actors_01-24/Actor_11/03-01-03-01-02-01-11.wav
happy,male,audio_speech_actors_01-24/Actor_11/03-01-03-01-02-02-11.wav
happy,male,audio_speech_actors_01-24/Actor_11/03-01-03-02-01-01-11.wav
happy,male,audio_speech_actors_01-24/Actor_11/03-01-03-02-01-02-11.wav
happy,male,audio_speech_actors_01-24/Actor_11/03-01-03-02-02-01-11.wav
happy,male,audio_speech_actors_01-24/Actor_11/03-01-03-02-02-02-11.wav
sad,male,audio_speech_actors_01-24/Actor_11/03-01-04-01-01-01-11.wav
sad,male,audio_speech_actors_01-24/Actor_11/03-01-04-01-01-02-11.wav
sad,male,audio_speech_actors_01-24/Actor_11/03-01-04-01-02-01-11.wav
sad,male,audio_speech_actors_01-24/Actor_11/03-01-04-01-02-02-11.wav
sad,male,audio_speech_actors_01-24/Actor_11/03-01-04-02-01-01-11.wav
sad,male,audio_speech_actors_01-24/Actor_11/03-01-04-02-01-02-11.wav
sad,male,audio_speech_actors_01-24/Actor_11/03-01-04-02-02-01-11.wav
sad,male,audio_speech_actors_01-24/Actor_11/03-01-04-02-02-02-11.wav
angry,male,audio_speech_actors_01-24/Actor_11/03-01-05-01-01-01-11.wav
angry,male,audio_speech_actors_01-24/Actor_11/03-01-05-01-01-02-11.wav
angry,male,audio_speech_actors_01-24/Actor_11/03-01-05-01-02-01-11.wav
angry,male,audio_speech_actors_01-24/Actor_11/03-01-05-01-02-02-11.wav
angry,male,audio_speech_actors_01-24/Actor_11/03-01-05-02-01-01-11.wav
angry,male,audio_speech_actors_01-24/Actor_11/03-01-05-02-01-02-11.wav
angry,male,audio_speech_actors_01-24/Actor_11/03-01-05-02-02-01-11.wav
angry,male,audio_speech_actors_01-24/Actor_11/03-01-05-02-02-02-11.wav
fearful,male,audio_speech_actors_01-24/Actor_11/03-01-06-01-01-01-11.wav
fearful,male,audio_speech_actors_01-24/Actor_11/03-01-06-01-01-02-11.wav
fearful,male,audio_speech_actors_01-24/Actor_11/03-01-06-01-02-01-11.wav
fearful,male,audio_speech_actors_01-24/Actor_11/03-01-06-01-02-02-11.wav
fearful,male,audio_speech_actors_01-24/Actor_11/03-01-06-02-01-01-11.wav
fearful,male,audio_speech_actors_01-24/Actor_11/03-01-06-02-01-02-11.wav
fearful,male,audio_speech_actors_01-24/Actor_11/03-01-06-02-02-01-11.wav
fearful,male,audio_speech_actors_01-24/Actor_11/03-01-06-02-02-02-11.wav
disgust,male,audio_speech_actors_01-24/Actor_11/03-01-07-01-01-01-11.wav
disgust,male,audio_speech_actors_01-24/Actor_11/03-01-07-01-01-02-11.wav
disgust,male,audio_speech_actors_01-24/Actor_11/03-01-07-01-02-01-11.wav
disgust,male,audio_speech_actors_01-24/Actor_11/03-01-07-01-02-02-11.wav
disgust,male,audio_speech_actors_01-24/Actor_11/03-01-07-02-01-01-11.wav
disgust,male,audio_speech_actors_01-24/Actor_11/03-01-07-02-01-02-11.wav
disgust,male,audio_speech_actors_01-24/Actor_11/03-01-07-02-02-01-11.wav
disgust,male,audio_speech_actors_01-24/Actor_11/03-01-07-02-02-02-11.wav
surprised,male,audio_speech_actors_01-24/Actor_11/03-01-08-01-01-01-11.wav
surprised,male,audio_speech_actors_01-24/Actor_11/03-01-08-01-01-02-11.wav
surprised,male,audio_speech_actors_01-24/Actor_11/03-01-08-01-02-01-11.wav
surprised,male,audio_speech_actors_01-24/Actor_11/03-01-08-01-02-02-11.wav
surprised,male,audio_speech_actors_01-24/Actor_11/03-01-08-02-01-01-11.wav
surprised,male,audio_speech_actors_01-24/Actor_11/03-01-08-02-01-02-11.wav
surprised,male,audio_speech_actors_01-24/Actor_11/03-01-08-02-02-01-11.wav
surprised,male,audio_speech_actors_01-24/Actor_11/03-01-08-02-02-02-11.wav
neutral,female,audio_speech_actors_01-24/Actor_12/03-01-01-01-01-01-12.wav
neutral,female,audio_speech_actors_01-24/Actor_12/03-01-01-01-01-02-12.wav
neutral,female,audio_speech_actors_01-24/Actor_12/03-01-01-01-02-01-12.wav
neutral,female,audio_speech_actors_01-24/Actor_12/03-01-01-01-02-02-12.wav
calm,female,audio_speech_actors_01-24/Actor_12/03-01-02-01-01-01-12.wav
calm,female,audio_speech_actors_01-24/Actor_12/03-01-02-01-01-02-12.wav
calm,female,audio_speech_actors_01-24/Actor_12/03-01-02-01-02-01-12.wav
calm,female,audio_speech_actors_01-24/Actor_12/03-01-02-01-02-02-12.wav
calm,female,audio_speech_actors_01-24/Actor_12/03-01-02-02-01-01-12.wav
calm,female,audio_speech_actors_01-24/Actor_12/03-01-02-02-01-02-12.wav
calm,female,audio_speech_actors_01-24/Actor_12/03-01-02-02-02-01-12.wav
calm,female,audio_speech_actors_01-24/Actor_12/03-01-02-02-02-02-12.wav
happy,female,audio_speech_actors_01-24/Actor_12/03-01-03-01-01-01-12.wav
happy,female,audio_speech_actors_01-24/Actor_12/03-01-03-01-01-02-12.wav
